,side_effect_name,stitch_id_flat
1970,Hypertension,620
1971,Hypertensive crisis,34
1972,Hypertensive encephalopathy,1
1973,Hypertensive nephropathy,2
1974,Hyperthyroidism,53
1975,Hypertonia,183
1976,Hypertonic bladder,7
1977,Hypertransaminasaemia,3
1978,Hypertrichosis,58
1979,Hypertriglyceridaemia,85
1980,Hypertrophic cardiomyopathy,14
1981,Hypertrophic osteoarthropathy,1
1982,Hypertrophic scar,1
1983,Hypertrophy,9
1984,Hyperuricaemia,141
1985,Hyperuricosuria,5
1986,Hyperventilation,94
1987,Hypervigilance,4
1988,Hyperviscosity syndrome,1
1989,Hypervitaminosis A,3
1990,Hypervitaminosis D,1
1991,Hyphaema,3
1992,Hypnagogic hallucination,1
1993,Hypnopompic hallucination,1
1994,Hypoaesthesia,427
1995,Hypoaesthesia eye,9
1996,Hypoaesthesia oral,37
1997,Hypoalbuminaemia,30
1998,Hypoaldosteronism,1
1999,Hypocalcaemia,141
2000,Hypocalciuria,1
2001,Hypocapnia,2
2002,Hypochloraemia,13
2003,Hypocholesterolaemia,6
2004,Hypochondriasis,1
2005,Hypochromasia,1
2006,Hypochromic anaemia,50
2007,Hypofibrinogenaemia,1
2008,Hypogammaglobulinaemia,2
2009,Hypogeusia,18
2010,Hypoglycaemia,260
2011,Hypoglycaemia neonatal,1
2012,Hypoglycaemic coma,9
2013,Hypoglycaemic seizure,2
2014,Hypoglycaemic unconsciousness,1
2015,Hypogonadism,14
2016,Hypogonadism male,1
2017,Hypohidrosis,17
2018,Hypokalaemia,277
2019,Hypokinesia,84
2020,Hypolipidaemia,2
2021,Hypomagnesaemia,96
2022,Hypomania,34
2023,Hypomenorrhoea,7
2024,Hyponatraemia,243
2025,Hypoparathyroidism,4
2026,Hypoperfusion,2
2027,Hypophagia,1
2028,Hypophosphataemia,87
2029,Hypophosphataemic rickets,1
2030,Hypopituitarism,9
2031,Hypoplastic anaemia,5
2032,Hypopnoea,9
2033,Hypoproteinaemia,35
2034,Hypoprothrombinaemia,6
2035,Hypopyon,1
2036,Hyporeflexia,55
2037,Hyposmia,4
2038,Hyposthenuria,2
2039,Hypotension,774
2040,Hypothermia,68
2041,Hypothrombinaemia,1
2042,Hypothyroidism,95
2043,Hypotonia,68
2044,Hypotonia neonatal,1
2045,Hypotonic-hyporesponsive episode,1
2046,Hypotony of eye,3
2047,Hypotrichosis,11
2048,Hypouricaemia,6
2049,Hypoventilation,43
2050,Hypovitaminosis,8
2051,Hypovolaemia,40
2052,Hypovolaemic shock,6
2053,Hypoxia,100
2054,Hypoxic-ischaemic encephalopathy,2
2055,IIIrd nerve paralysis,16
2056,Ichthyosis,10
2057,Ichthyosis acquired,10
2058,Idiopathic pneumonia syndrome,2
2059,Idiopathic pulmonary fibrosis,7
2060,Idiopathic thrombocytopenic purpura,16
2061,Idiosyncratic drug reaction,2
2062,Ileal perforation,1
2063,Ileal ulcer,1
2064,Ileitis,6
2065,Ileus,105
2066,Ileus paralytic,53
2067,Ill-defined disorder,516
2068,Illusion,17
2069,Immediate post-injection reaction,1
2070,Immobile,7
2071,Immune system disorder,467
2072,Immune-mediated necrotising myopathy,8
2073,Immunodeficiency,16
2074,Immunoglobulins decreased,2
2075,Immunoglobulins increased,5
2076,Immunology test,3
2077,Immunosuppressant drug level increased,1
2078,Immunosuppression,2
2079,Impaired fasting glucose,1
2080,Impaired gastric emptying,23
2081,Impaired healing,66
2082,Impatience,1
2083,Imperforate hymen,2
2084,Impetigo,11
2085,Implant site pain,1
2086,Implant site reaction,3
2087,Impulse-control disorder,10
2088,Inappropriate affect,1
2089,Inappropriate antidiuretic hormone secretion,74
2090,Incision site complication,4
2091,Incision site haematoma,1
2092,Incision site haemorrhage,3
2093,Incision site oedema,2
2094,Incision site pain,1
2095,Incisional hernia,3
2096,Incoherent,2
2097,Incomplete precocious puberty,1
2098,Incontinence,47
2099,Increased appetite,235
2100,Increased bronchial secretion,34
2101,Increased insulin requirement,16
2102,Increased tendency to bruise,20
2103,Increased upper airway secretion,6
2104,Increased viscosity of bronchial secretion,1
2105,Induration,65
2106,Infarction,36
2107,Infected bites,1
2108,Infected cyst,1
2109,Infection,657
2110,Infection parasitic,9
2111,Infection reactivation,1
2112,Infection susceptibility increased,5
2113,Infectious mononucleosis,4
2114,Infective myositis,1
2115,Infective tenosynovitis,1
2116,Inferior vena cava syndrome,1
2117,Infertility,25
2118,Infertility female,6
2119,Infertility male,9
2120,Infestation,367
2121,Inflammation,166
2122,Inflammatory bowel disease,12
2123,Influenza,302
2124,Influenza like illness,202
2125,Influenza viral infections,1
2126,Infrequent bowel movements,1
2127,Infusion related reaction,10
2128,Infusion site erythema,11
2129,Infusion site extravasation,4
2130,Infusion site hypersensitivity,1
2131,Infusion site induration,5
2132,Infusion site infection,1
2133,Infusion site inflammation,4
2134,Infusion site irritation,2
2135,Infusion site oedema,1
2136,Infusion site pain,24
2137,Infusion site paraesthesia,1
2138,Infusion site phlebitis,6
2139,Infusion site pruritus,5
2140,Infusion site rash,4
2141,Infusion site reaction,17
2142,Infusion site reactions,25
2143,Infusion site swelling,4
2144,Infusion site thrombosis,3
2145,Infusion site urticaria,1
2146,Infusion site warmth,1
2147,Ingrowing nail,6
2148,Ingrown hair,1
2149,Inguinal hernia,13
2150,Initial insomnia,14
2151,Injection site abscess,8
2152,Injection site abscess sterile,1
2153,Injection site atrophy,3
2154,Injection site bruising,11
2155,Injection site cellulitis,3
2156,Injection site coldness,7
2157,Injection site cyst,1
2158,Injection site dermatitis,9
2159,Injection site discolouration,4
2160,Injection site discomfort,7
2161,Injection site dryness,1
2162,Injection site erythema,31
2163,Injection site exfoliation,2
2164,Injection site extravasation,9
2165,Injection site fibrosis,3
2166,Injection site granuloma,2
2167,Injection site haematoma,16
2168,Injection site haemorrhage,48
2169,Injection site hypersensitivity,7
2170,Injection site hypertrophy,3
2171,Injection site induration,15
2172,Injection site infection,11
2173,Injection site inflammation,51
2174,Injection site injury,1
2175,Injection site irritation,19
2176,Injection site joint pain,1
2177,Injection site mass,8
2178,Injection site necrosis,9
2179,Injection site nodule,3
2180,Injection site pain,166
2181,Injection site pallor,1
2182,Injection site paraesthesia,1
2183,Injection site phlebitis,9
2184,Injection site pruritus,15
2185,Injection site reaction,210
2186,Injection site swelling,35
2187,Injection site thrombosis,7
2188,Injection site ulcer,1
2189,Injection site urticaria,8
2190,Injection site vesicles,2
2191,Injection site warmth,3
2192,Injury,237
2193,Injury associated with device,3
2194,Inner ear disorder,12
2195,Insomnia,735
2196,Instillation site irritation,2
2197,Instillation site pain,47
2198,Insulin C-peptide decreased,1
2199,Insulin C-peptide increased,1
2200,Insulin autoimmune syndrome,1
2201,Insulin resistance,15
2202,Insulinoma,1
2203,Intentional drug misuse,2
2204,Intentional self-injury,8
2205,Intermittent claudication,41
2206,Intermittent explosive disorder,1
2207,International normalised ratio abnormal,4
2208,International normalised ratio decreased,2
2209,International normalised ratio increased,19
2210,Interstitial lung disease,130
2211,Intertrigo,2
2212,Intertrigo candida,1
2213,Intervertebral disc degeneration,1
2214,Intervertebral disc disorder,4
2215,Intervertebral disc protrusion,4
2216,Intervertebral discitis,1
2217,Intestinal diaphragm disease,1
2218,Intestinal haemorrhage,4
2219,Intestinal infarction,7
2220,Intestinal infections,2
2221,Intestinal ischaemia,7
2222,Intestinal mass,1
2223,Intestinal obstruction,94
2224,Intestinal perforation,40
2225,Intestinal stenosis,2
2226,Intestinal ulcer,12
2227,Intra-abdominal haematoma,1
2228,Intra-abdominal haemorrhage,3
2229,Intracardiac thrombus,1
2230,Intracranial aneurysm,3
2231,Intracranial pressure increased,63
2232,Intracranial venous sinus thrombosis,1
2233,Intranasal hypoaesthesia,1
2234,Intraocular pressure increased,68
2235,Intraventricular haemorrhage,1
2236,Intussusception,3
2237,Iridocyclitis,20
2238,Iris adhesions,3
2239,Iris disorder,2
2240,Iris hyperpigmentation,6
2241,Iritis,47
2242,Iron binding capacity total,1
2243,Iron deficiency,6
2244,Iron deficiency anaemia,23
2245,Iron overload,3
2246,Irritability,236
2247,Irritable bowel syndrome,22
2248,Ischaemia,43
2249,Ischaemic cardiomyopathy,2
2250,Ischaemic cerebral infarction,1
2251,Ischaemic coronary artery disorders,4
2252,Ischaemic hepatitis,1
2253,Ischaemic neuropathy,2
2254,Ischaemic stroke,10
2255,Jarisch-Herxheimer reaction,6
2256,Jaundice,348
2257,Jaundice cholestatic,138
2258,Jaundice hepatocellular,4
2259,Jaundice neonatal,3
2260,Jaw disorder,1
2261,Jessner's lymphocytic infiltration,1
2262,Joint contracture,2
2263,Joint crepitation,2
2264,Joint dislocation,9
2265,Joint effusion,6
2266,Joint hyperextension,4
2267,Joint injury,6
2268,Joint instability,1
2269,Joint lock,1
2270,Joint range of motion decreased,3
2271,Joint related signs and symptoms,2
2272,Joint stiffness,38
2273,Joint swelling,66
2274,Judgement impaired,2
2275,Juvenile idiopathic arthritis,1
2276,Kaposi's sarcoma,7
2277,Kaposi's varicelliform eruption,1
2278,Kearns-Sayre syndrome,1
2279,Keloid scar,2
2280,Keratitis,100
2281,Keratoacanthoma,5
2282,Keratoconus,1
2283,Keratopathy,15
2284,Keratosis pilaris,3
2285,Ketoacidosis,9
2286,Ketogenic diet,1
2287,Ketonuria,8
2288,Ketosis,13
2289,Kidney fibrosis,1
2290,Kidney infection,4
2291,Klebsiella sepsis,2
2292,Klinefelter's syndrome,2
2293,Knee deformity,1
2294,Koebner phenomenon,1
2295,Kounis syndrome,2
2296,Kyphosis,1
2297,Labile blood pressure,4
2298,Labile hypertension,1
2299,Laboratory test abnormal,48
2300,Labyrinthitis,16
2301,Laceration,29
2302,Lack of spontaneous speech,1
2303,Lacrimal disorder,56
2304,Lacrimal structural disorder,34
2305,Lacrimation decreased,10
2306,Lacrimation increased,174
2307,Lactase deficiency,4
2308,Lactic acidosis,29
2309,Lactose intolerance,4
2310,Lacunar infarction,2
2311,Langerhans' cell histiocytosis,1
2312,Large intestinal haemorrhage,2
2313,Large intestinal obstruction,2
2314,Large intestinal ulcer,1
2315,Large intestine perforation,7
2316,Large intestine polyp,9
2317,Laryngeal cancer,1
2318,Laryngeal disorder,1
2319,Laryngeal haemorrhage,1
2320,Laryngeal neoplasm,2
2321,Laryngeal oedema,98
2322,Laryngeal pain,113
2323,Laryngitis,100
2324,Laryngospasm,106
2325,Laryngotracheal oedema,2
2326,Latent tetany,1
2327,Latent tuberculosis,2
2328,Learning disability,1
2329,Learning disorder,1
2330,Left ventricular dysfunction,12
2331,Left ventricular failure,14
2332,Left ventricular hypertrophy,1
2333,Leiomyoma,1
2334,Lenticular opacities,20
2335,Lenticular pigmentation,1
2336,Lentigo,1
2337,Leriche syndrome,1
2338,Lethargy,234
2339,Leukaemia,32
2340,Leukaemia cutis,1
2341,Leukaemoid reaction,2
2342,Leukocytoclastic vasculitis,61
2343,Leukocytosis,161
2344,Leukoderma,73
2345,Leukoencephalopathy,9
2346,Leukopenia,552
2347,Leukoplakia,2
2348,Leukoplakia oral,5
2349,Leukostasis,1
2350,Lhermitte's sign,3
2351,Libido decreased,217
2352,Libido disorder,12
2353,Libido increased,83
2354,Lichen planus,16
2355,Lichenification,1
2356,Lichenoid keratosis,14
2357,Lid sulcus deepened,1
2358,Ligament injury,3
2359,Ligament sprain,23
2360,Light anaesthesia,7
2361,Limb deformity,1
2362,Limb discomfort,7
2363,Limb injury,6
2364,Limb malformation,1
2365,Limb reduction defect,5
2366,Linear IgA disease,1
2367,Lip blister,2
2368,Lip dry,14
2369,Lip haemorrhage,2
2370,Lip oedema,5
2371,Lip pain,8
2372,Lip swelling,21
2373,Lip ulceration,7
2374,Lipase abnormal,1
2375,Lipase increased,36
2376,Lipid metabolism disorder,2
2377,Lipidosis,1
2378,Lipids abnormal,3
2379,Lipids increased,2
2380,Lipoatrophy,17
2381,Lipodystrophy acquired,29
2382,Lipoedema,5
2383,Lipohypertrophy,32
2384,Lipoma,13
2385,Lipomatosis,4
2386,Listeriosis,1
2387,Livedo reticularis,5
2388,Liver abscess,2
2389,Liver disorder,103
2390,Liver function test abnormal,279
2391,Liver function test normal,3
2392,Liver injury,144
2393,Liver tenderness,7
2394,Lividity,2
2395,Lobar pneumonia,7
2396,Local reaction,88
2397,Local swelling,41
2398,Localised infection,10
2399,Localised intraabdominal fluid collection,1
2400,Localised oedema,26
2401,Loeffler's syndrome,3
2402,Logorrhoea,8
2403,Long QT syndrome,3
2404,Long QT syndrome congenital,1
2405,Lordosis,1
2406,Loss of consciousness,640
2407,Loss of control of legs,1
2408,Loss of libido,55
2409,Loss of proprioception,1
2410,Low birth weight baby,2
2411,Low density lipoprotein increased,12
2412,Low set ears,2
2413,Lower gastrointestinal haemorrhage,4
2414,Lower limb fracture,3
2415,Lower respiratory tract infection,40
2416,Lower urinary tract symptoms,1
2417,Lumbar radiculopathy,1
2418,Lung abscess,1
2419,Lung adenocarcinoma stage I,1
2420,Lung cancer metastatic,5
2421,Lung disorder,81
2422,Lung infection,17
2423,Lung infiltration,65
2424,Lung neoplasm,2
2425,Lung neoplasm malignant,23
2426,Lupus-like syndrome,24
2427,Lyme disease,1
2428,Lymph node abscess,1
2429,Lymph node pain,2
2430,Lymphadenitis,14
2431,Lymphadenopathy,210
2432,Lymphangioleiomyomatosis,1
2433,Lymphangitis,7
2434,Lymphatic disorder,9
2435,Lymphocele,3
2436,Lymphocyte count abnormal,3
2437,Lymphocyte count decreased,12
2438,Lymphocyte count increased,6
2439,Lymphocyte transformation test positive,1
2440,Lymphocytic infiltration,1
2441,Lymphocytic leukaemia,1
2442,Lymphocytosis,35
2443,Lymphoedema,29
2444,Lymphoma,46
2445,Lymphoma cutis,1
2446,Lymphopenia,76
2447,Lymphoproliferative disorder,14
2448,Lymphorrhoea,1
2449,Lymphostasis,2
2450,Macular degeneration,13
2451,Macular fibrosis,1
2452,Macular hole,1
2453,Macular oedema,25
2454,Macular pigmentation,1
2455,Macule,3
2456,Maculopathy,7
2457,Madarosis,9
2458,Major depression,30
2459,Malabsorption,12
2460,Malaise,556
2461,Malaria,1
2462,Male orgasmic disorder,1
2463,Male sexual dysfunction,6
2464,Malformation venous,1
2465,Malignant histiocytosis,1
2466,Malignant hypertension,7
2467,Malignant melanoma,36
2468,Malignant mesenchymoma,1
2469,Malignant neoplasm of renal pelvis,1
2470,Malignant neoplasm progression,1
2471,Malignant ovarian cyst,1
2472,Malignant transformation,1
2473,Mallory-Weiss syndrome,1
2474,Malnutrition,497
2475,Mammogram abnormal,1
2476,Mania,109
2477,Mantle cell lymphoma,1
2478,Marrow hyperplasia,3
2479,Masked facies,10
2480,Mass,17
2481,Mastication disorder,1
2482,Mastitis,26
2483,Mastocytosis,1
2484,Mastoiditis,1
2485,Mean arterial pressure,6
2486,Mean arterial pressure decreased,1
2487,Mean cell volume increased,1
2488,Mean platelet volume decreased,1
2489,Measles,5
2490,Mechanical urticaria,1
2491,Mediastinal disorder,473
2492,Mediastinitis,2
2493,Mediastinum neoplasm,1
2494,Medical device complication,6
2495,Medical device discomfort,1
2496,Medication overuse headache,6
2497,Medication residue present,3
2498,Megacolon,17
2499,Meibomianitis,4
2500,Melaena,158
2501,Melanocytic naevus,10
2502,Melanoderma,2
2503,Melanosis,9
2504,Memory impairment,127
2505,Menarche,2
2506,Mendelson's syndrome,1
2507,Meniere's disease,6
2508,Meningioma,3
2509,Meningioma benign,2
2510,Meningism,17
2511,Meningitis,56
2512,Meningitis aseptic,30
2513,Meningitis bacterial,3
2514,Meningitis chemical,4
2515,Meningitis cryptococcal,3
2516,Meningitis viral,1
2517,Meningocele,2
2518,Meningoencephalitis herpetic,2
2519,Meningomyelocele,1
2520,Menometrorrhagia,10
2521,Menopausal disorder,1
2522,Menopausal symptoms,249
2523,Menopause,23
2524,Menorrhagia,120
2525,Menstrual disorder,95
2526,Menstruation delayed,10
2527,Menstruation irregular,83
2528,Mental disability,231
2529,Mental disorder,497
2530,Mental disorder due to a general medical condition,6
2531,Mental impairment disorders,1
2532,Mental retardation,22
2533,Mental status changes,23
2534,Mesenteric artery thrombosis,1
2535,Mesenteric occlusion,2
2536,Mesenteric vascular insufficiency,4
2537,Mesothelioma,1
2538,Metabolic acidosis,53
2539,Metabolic alkalosis,6
2540,Metabolic disorder,23
2541,Metabolic encephalopathy,3
2542,Metabolic syndrome,2
2543,Metal poisoning,1
2544,Metaphyseal dysplasia,1
2545,Metaplasia,3
2546,Metastases to central nervous system,5
2547,Metastases to liver,8
2548,Metastases to peritoneum,1
2549,Metastases to spine,4
2550,Metastasis,6
2551,Metastatic malignant melanoma,2
2552,Metastatic neoplasm,20
2553,Metastatic pain,4
2554,Metastatic renal cell carcinoma,1
2555,Methaemoglobinaemia,29
2556,Metrorrhagia,120
2557,Microalbuminuria,3
2558,Microangiopathic haemolytic anaemia,6
2559,Microangiopathy,1
2560,Microcephaly,8
2561,Microcytic anaemia,6
2562,Microcytosis,1
2563,Microembolism,1
2564,Microsomia,6
2565,Micturition disorder,41
2566,Micturition urgency,79
2567,Middle ear effusion,1
2568,Middle insomnia,13
2569,Migraine,252
2570,Migraine without aura,3
2571,Milia,2
2572,Miliaria,45
2573,Mineralocorticoid deficiency,1
2574,Miosis,52
2575,Mitochondrial toxicity,3
2576,Mitral valve disease,2
2577,Mitral valve incompetence,9
2578,Mixed connective tissue disease,1
2579,Mixed liver injury,1
2580,Moaning,2
2581,Mobility decreased,3
2582,Molluscum contagiosum,5
2583,Monarthritis,2
2584,Monoclonal gammopathy,1
2585,Monocyte count decreased,1
2586,Monocyte count increased,5
2587,Monocytosis,16
2588,Mononeuritis,2
2589,Mononeuropathy,2
2590,Monoparesis,7
2591,Monoplegia,21
2592,Mood alterations with depressive symptoms,1
2593,Mood swings,257
2594,Morbid thoughts,1
2595,Morphoea,1
2596,Motion sickness,14
2597,Motor dysfunction,13
2598,Motor neurone disease,1
2599,Mouth haemorrhage,19
2600,Mouth injury,3
2601,Mouth ulceration,208
2602,Movement disorder,30
2603,Mucocutaneous candidiasis,2
2604,Mucosal atrophy,1
2605,Mucosal discolouration,3
2606,Mucosal dryness,5
2607,Mucosal erosion,1
2608,Mucosal excoriation,1
2609,Mucosal haemorrhage,2
2610,Mucosal inflammation,94
2611,Mucosal pigmentation,4
2612,Mucosal ulceration,7
2613,Mucous membrane disorder,21
2614,Mucous stools,2
2615,Multi-organ failure,37
2616,Multifocal motor neuropathy,1
2617,Multiparous,1
2618,Multiple allergies,1
2619,Multiple congenital abnormalities,4
2620,Multiple fractures,81
2621,Multiple pregnancy,6
2622,Multiple sclerosis,7
2623,Multiple sclerosis relapse,3
2624,Muscle atrophy,31
2625,Muscle contractions involuntary,59
2626,Muscle contracture,18
2627,Muscle enzyme increased,3
2628,Muscle fatigue,5
2629,Muscle fibrosis,1
2630,Muscle haemorrhage,5
2631,Muscle injury,6
2632,Muscle mass,19
2633,Muscle necrosis,3
2634,Muscle relaxant therapy,61
2635,Muscle rigidity,62
2636,Muscle rupture,1
2637,Muscle spasms,722
2638,Muscle spasticity,11
2639,Muscle strain,13
2640,Muscle swelling,4
2641,Muscle tightness,23
2642,Muscle tone disorder,1
2643,Muscle twitching,147
2644,Muscular weakness,319
2645,Musculoskeletal chest pain,54
2646,Musculoskeletal deformity,1
2647,Musculoskeletal discomfort,1242
2648,Musculoskeletal disorder,43
2649,Musculoskeletal pain,189
2650,Musculoskeletal stiffness,169
2651,Mutism,5
2652,Myalgia,609
2653,Myasthenia gravis,26
2654,Myasthenic syndrome,9
2655,Mycobacterial infection,1
2656,Mycobacterium avium complex infection,2
2657,Mycobacterium test,2
2658,Mycosis fungoides,3
2659,Mydriasis,117
2660,Myelitis,11
2661,Myelitis transverse,11
2662,Myelodysplastic syndrome,26
2663,Myelodysplastic syndrome transformation,1
2664,Myelofibrosis,3
2665,Myeloid leukaemia,7
2666,Myeloid metaplasia,3
2667,Myeloproliferative disorder,3
2668,Myocardial depression,3
2669,Myocardial haemorrhage,2
2670,Myocardial infarction,355
2671,Myocardial ischaemia,122
2672,Myocardial rupture,13
2673,Myocarditis,27
2674,Myoclonic epilepsy,1
2675,Myoclonus,80
2676,Myofascial pain syndrome,1
2677,Myoglobin urine present,12
2678,Myoglobinaemia,1
2679,Myoglobinuria,12
2680,Myopathy,122
2681,Myopathy toxic,1
2682,Myopericarditis,1
2683,Myopia,20
2684,Myositis,64
2685,Myotonia,4
2686,Myringitis,1
2687,Myxoedema,6
2688,N-acetylglutamate synthase deficiency,1
2689,Nail bed infection,1
2690,Nail bed tenderness,2
2691,Nail discolouration,15
2692,Nail discomfort,2
2693,Nail disorder,100
2694,Nail dystrophy,1
2695,Nail hypertrophy,1
2696,Nail infection,3
2697,Nail pigmentation,10
2698,Nail ridging,1
2699,Nail toxicity,2
2700,Narcolepsy,2
2701,Nasal congestion,223
2702,Nasal discomfort,64
2703,Nasal disorder,1
2704,Nasal dryness,49
2705,Nasal inflammation,3
2706,Nasal mucosal disorder,3
2707,Nasal obstruction,3
2708,Nasal odour,1
2709,Nasal oedema,8
2710,Nasal polyps,8
2711,Nasal septum deviation,1
2712,Nasal septum disorder,2
2713,Nasal septum perforation,13
2714,Nasal septum ulceration,3
2715,Nasal ulcer,9
2716,Nasopharyngeal cancer,1
2717,Nasopharyngitis,370
2718,Nausea,1302
2719,Neck injury,3
2720,Neck pain,155
2721,Necrosis,103
2722,Necrosis ischaemic,6
2723,Necrotising colitis,9
2724,Necrotising enterocolitis neonatal,7
2725,Necrotising fasciitis,5
2726,Negativism,1
2727,Neisseria infection,1
2728,Neonatal disorder,4
2729,Neonatal hyponatraemia,1
2730,Neonatal infection,1
2731,Neonatal tachypnoea,1
2732,Neoplasm,188
2733,Neoplasm malignant,145
2734,Neoplasm progression,1
2735,Neoplasm prostate,5
2736,Neoplasm recurrence,2
2737,Neoplasm skin,11
2738,Nephritic syndrome,6
2739,Nephritis,47
2740,Nephrocalcinosis,8
2741,Nephrogenic diabetes insipidus,12
2742,Nephrogenic systemic fibrosis,7
2743,Nephrolithiasis,124
2744,Nephropathy,65
2745,Nephropathy toxic,102
2746,Nephrosclerosis,4
2747,Nephrotic syndrome,66
2748,Nerve compression,5
2749,Nerve conduction studies abnormal,1
2750,Nerve injury,26
2751,Nervous system disorder,682
2752,Nervousness,486
2753,Netherton's syndrome,2
2754,Neural tube defect,1
2755,Neuralgia,103
2756,Neuritis,112
2757,Neurodermatitis,3
2758,Neuroectodermal neoplasm,1
2759,Neurofibroma,1
2760,Neurofibromatosis,1
2761,Neurogenic bladder,7
2762,Neuroglycopenia,3
2763,Neuroleptic malignant syndrome,71
2764,Neurological disorders NEC,1
2765,Neurological examination abnormal,1
2766,Neurological symptom,34
2767,Neuroma,2
2768,Neuromuscular block prolonged,3
2769,Neuromuscular toxicity,1
2770,Neuromyopathy,5
2771,Neuropathic arthropathy,3
2772,Neuropathy peripheral,503
2773,Neurosis,44
2774,Neurotoxicity,52
2775,Neurotransmitter level altered,1
2776,Neutropenia,343
2777,Neutropenic colitis,14
2778,Neutropenic infection,9
2779,Neutropenic sepsis,20
2780,Neutrophil count decreased,32
2781,Neutrophil count increased,10
2782,Neutrophil percentage increased,1
2783,Neutrophilia,5
2784,Neutrophilic dermatosis,1
2785,Nicotine dependence,1
2786,Nicotinic acid deficiency,1
2787,Night blindness,24
2788,Night sweats,80
2789,Nightmare,152
2790,Nipple disorder,4
2791,Nipple pain,12
2792,Nipple swelling,2
2793,Nitrogen balance negative,20
2794,Nocardiosis,1
2795,Nocturia,139
2796,Nocturnal dyspnoea,3
2797,Nocturnal emission,1
2798,Nodal arrhythmia,13
2799,Nodal rhythm,9
2800,Nodular regenerative hyperplasia,5
2801,Nodule,41
2802,Non-Hodgkin's lymphoma,47
2803,Non-cardiac chest pain,19
2804,Non-cardiogenic pulmonary oedema,6
2805,Non-small cell lung cancer,2
2806,Noninfectious peritonitis,1
2807,Normochromic normocytic anaemia,9
2808,Nuchal rigidity,71
2809,Nystagmus,100
2810,Obesity,24
2811,Obliterative bronchiolitis,8
2812,Obsessive rumination,2
2813,Obsessive thoughts,5
2814,Obsessive-compulsive disorder,9
2815,Obsessive-compulsive personality disorder,3
2816,Obstetric procedure complication,1
2817,Obstruction,10
2818,Obstructive airways disorder,26
2819,Occipital neuralgia,1
2820,Occult blood positive,7
2821,Occupational exposures,2
2822,Ochronosis,1
2823,Ocular discomfort,25
2824,Ocular hyperaemia,61
2825,Ocular hypertension,3
2826,Ocular icterus,7
2827,Ocular sensation disorders,1
2828,Ocular surface disease,2
2829,Ocular toxicity,11
2830,Ocular vascular disorder,1
2831,Oculogyric crisis,48
2832,Oculomucocutaneous syndrome,1
2833,Oculorespiratory syndrome,2
2834,Odynophagia,13
2835,Oedema,625
2836,Oedema due to cardiac disease,2
2837,Oedema genital,10
2838,Oedema mouth,15
2839,Oedema mucosal,6
2840,Oedema peripheral,495
2841,Oesophageal achalasia,9
2842,Oesophageal atresia,1
2843,Oesophageal candidiasis,18
2844,Oesophageal carcinoma,3
2845,Oesophageal discomfort,1
2846,Oesophageal disorder,7
2847,Oesophageal haemorrhage,6
2848,Oesophageal irritation,1
2849,Oesophageal motility disorder,2
2850,Oesophageal neoplasm,1
2851,Oesophageal obstruction,2
2852,Oesophageal oedema,1
2853,Oesophageal pain,7
2854,Oesophageal perforation,6
2855,Oesophageal rupture,1
2856,Oesophageal spasm,11
2857,Oesophageal stenosis,17
2858,Oesophageal ulcer,50
2859,Oesophageal varices haemorrhage,1
2860,Oesophagitis,183
2861,Oesophagitis ulcerative,17
2862,Oestradiol increased,2
2863,Oestrogen deficiency,4
2864,Oestrogenic effect,4
2865,Oligohydramnios,4
2866,Oligomenorrhoea,14
2867,Oliguria,136
2868,Onychoclasis,8
2869,Onycholysis,16
2870,Onychomadesis,7
2871,Onychomycosis,18
2872,Ophthalmic herpes simplex,6
2873,Ophthalmic herpes zoster,2
2874,Ophthalmoplegia,15
2875,Opisthotonus,22
2876,Opportunistic infection,56
2877,Optic atrophy,20
2878,Optic disc vascular disorder,1
2879,Optic ischaemic neuropathy,13
2880,Optic nerve cupping,2
2881,Optic nerve disorder,15
2882,Optic neuritis,115
2883,Oral candidiasis,108
2884,Oral discomfort,13
2885,Oral disorder,28
2886,Oral fungal infection,4
2887,Oral herpes,28
2888,Oral infection,4
2889,Oral mucosa erosion,1
2890,Oral mucosal blistering,5
2891,Oral mucosal discolouration,2
2892,Oral mucosal exfoliation,3
2893,Oral neoplasm,3
2894,Oral neoplasm benign,1
2895,Oral pain,34
2896,Oral papilloma,1
2897,Oral pruritus,4
2898,Oral pustule,1
2899,Oral toxicity,1
2900,Orbital oedema,6
2901,Orchitis,10
2902,Orchitis noninfective,10
2903,Organ failure,3
2904,Organising pneumonia,6
2905,Orgasm abnormal,13
2906,Orgasmic sensation decreased,2
2907,Oromandibular dystonia,2
2908,Oropharyngeal blistering,2
2909,Oropharyngeal candidiasis,8
2910,Oropharyngeal discomfort,112
2911,Oropharyngeal pain,159
2912,Oropharyngeal spasm,3
2913,Oropharyngeal squamous cell carcinoma,1
2914,Oropharyngeal swelling,14
2915,Orthopnoea,8
2916,Orthostatic hypertension,4
2917,Orthostatic hypotension,266
2918,Orthostatic intolerance,2
2919,Oscillopsia,3
2920,Osmotic demyelination syndrome,2
2921,Osteitis,1
2922,Osteoarthritis,277
2923,Osteocalcin increased,1
2924,Osteochondrosis,3
2925,Osteodystrophy,1
2926,Osteogenesis imperfecta,1
2927,Osteolysis,1
2928,Osteomalacia,16
2929,Osteomyelitis,27
2930,Osteonecrosis,64
2931,Osteonecrosis of jaw,10
2932,Osteopenia,26
2933,Osteoporosis,88
2934,Osteoporotic fracture,7
2935,Osteosarcoma,2
